NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,TP_SES_INCOME,TP_SES_POINTS
160000407955.0,2016.0,Belo Horizonte,MG,21.0,F,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,380.3,446.3,540.8,452.7,120.0,120.0,120.0,120.0,60.0,540.0,B,E,B,F,3.0,F,A,B,C,B,A,B,A,B,B,B,A,B,C,B,A,D,B,B,B,E,B2
160000407956.0,2016.0,São Paulo,SP,16.0,M,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,606.9,650.7,648.2,744.1,160.0,140.0,140.0,160.0,160.0,760.0,F,F,D,D,4.0,O,A,B,C,B,A,B,A,B,A,B,A,A,B,A,B,E,B,B,B,D,B2
160000407958.0,2016.0,Maceió,AL,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,467.8,512.8,541.8,390.4,140.0,120.0,120.0,120.0,100.0,600.0,D,E,B,B,4.0,C,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,C,A,B,B,E,C1
160008374684.0,2016.0,Salvador,BA,20.0,F,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,577.3,566.8,558.9,522.3,120.0,120.0,100.0,100.0,80.0,520.0,E,E,C,F,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,E,B,B,B,E,C2
160000407959.0,2016.0,São Paulo,SP,17.0,F,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,497.2,600.9,506.2,379.2,100.0,80.0,80.0,80.0,40.0,380.0,B,D,C,B,3.0,D,A,B,B,A,A,B,B,B,A,B,A,A,C,A,B,D,B,B,B,E,C1
160000407961.0,2016.0,Suzano,SP,24.0,F,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,539.3,611.4,605.3,674.7,140.0,120.0,120.0,140.0,120.0,640.0,E,D,C,B,3.0,D,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,B,B,B,E,C1
160000407962.0,2016.0,Cascavel,PR,17.0,F,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,372.2,506.1,481.2,425.8,120.0,120.0,100.0,120.0,40.0,500.0,E,E,C,F,3.0,F,A,B,D,C,A,B,B,B,B,B,A,B,D,B,B,E,B,D,B,E,B1
160000407963.0,2016.0,Simão Dias,SE,19.0,F,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,495.3,527.8,498.3,557.7,120.0,120.0,80.0,120.0,60.0,500.0,B,C,B,B,4.0,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B,E,C2
160000407964.0,2016.0,Cabeceira Grande,MG,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,392.9,583.8,516.4,408.4,160.0,100.0,120.0,120.0,60.0,560.0,B,C,A,A,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A,E,DE
160000407965.0,2016.0,Curitiba,PR,20.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,444.7,471.8,544.3,410.2,120.0,120.0,100.0,100.0,0.0,440.0,B,E,F,F,6.0,C,A,B,E,A,A,B,A,B,A,A,A,A,A,B,A,C,B,B,A,E,C2
160000407966.0,2016.0,Itambé,BA,21.0,M,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,596.5,626.2,582.2,710.3,160.0,160.0,160.0,180.0,140.0,800.0,E,G,D,D,4.0,G,A,B,D,A,A,B,A,A,A,B,A,A,C,B,A,C,B,C,B,E,B2
160000407969.0,2016.0,Ribeirão Preto,SP,29.0,M,1.0,10.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,496.7,604.4,605.2,729.7,120.0,120.0,80.0,120.0,40.0,480.0,F,G,D,D,1.0,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,D,C1
160000407970.0,2016.0,Seropédica,RJ,18.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,413.9,553.9,535.0,519.7,120.0,80.0,80.0,80.0,80.0,440.0,E,E,D,B,2.0,C,A,C,C,A,A,B,A,A,A,B,A,A,C,A,B,C,A,B,B,E,C1
160000407972.0,2016.0,Cascavel,PR,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,521.7,587.7,590.0,397.1,120.0,120.0,80.0,120.0,120.0,560.0,G,G,D,D,4.0,H,D,D,D,B,B,C,B,B,A,B,B,B,C,B,B,D,A,A,B,D,A
160000407973.0,2016.0,Itabuna,BA,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,431.4,551.0,574.3,561.2,120.0,120.0,80.0,120.0,40.0,480.0,C,D,F,B,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,B,B,B,E,C2
160000407974.0,2016.0,Salvador,BA,17.0,F,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,409.6,524.5,548.4,446.0,160.0,120.0,120.0,160.0,120.0,680.0,B,C,B,B,3.0,C,A,B,C,A,A,B,A,B,A,B,A,B,B,B,A,D,A,A,B,E,C2
160000407975.0,2016.0,Recife,PE,19.0,M,1.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,479.3,543.7,533.9,564.2,100.0,100.0,80.0,120.0,60.0,460.0,D,E,D,B,4.0,D,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,E,B,B,B,E,B2
160000407976.0,2016.0,Santa Inês,PB,19.0,M,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,513.6,410.0,528.2,433.8,120.0,120.0,80.0,120.0,80.0,520.0,B,B,A,A,5.0,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A,E,DE
160000407977.0,2016.0,Pitanga,PR,16.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,545.5,582.9,523.6,615.3,120.0,120.0,100.0,100.0,40.0,480.0,E,E,C,B,4.0,C,A,C,D,B,A,B,B,B,B,B,A,B,B,A,A,C,A,B,B,E,B2
160000407980.0,2016.0,Salvador,BA,22.0,F,1.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,551.1,610.3,628.2,523.2,140.0,100.0,80.0,80.0,100.0,500.0,E,E,B,B,3.0,C,A,B,C,A,A,C,A,B,A,B,A,A,B,B,B,D,A,B,B,E,C1
160000407981.0,2016.0,Manduri,SP,20.0,M,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,401.6,563.5,569.4,408.2,140.0,160.0,160.0,140.0,100.0,700.0,E,E,A,A,5.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
160000407982.0,2016.0,Goiânia,GO,20.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,589.4,651.4,678.0,639.0,120.0,160.0,160.0,160.0,140.0,740.0,E,G,D,E,2.0,J,D,C,C,B,A,B,B,B,B,B,A,A,C,B,B,C,A,C,B,D,A
160000407983.0,2016.0,Feira de Santana,BA,19.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,427.9,440.2,422.1,459.2,0.0,0.0,0.0,0.0,0.0,0.0,B,E,D,D,15.0,B,A,B,B,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,E,C2
160000407985.0,2016.0,São Félix do Xingu,PA,17.0,M,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,464.2,498.9,365.0,481.2,140.0,100.0,120.0,100.0,60.0,520.0,B,E,D,D,4.0,D,A,D,D,B,A,B,A,B,A,A,A,A,B,A,B,E,A,B,B,E,B2
160000407986.0,2016.0,Rondonópolis,MT,24.0,F,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,415.3,556.1,557.2,482.5,120.0,120.0,120.0,120.0,120.0,600.0,C,E,C,B,4.0,G,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,D,B,B,B,E,C1
160000407987.0,2016.0,Birigui,SP,22.0,F,1.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,458.5,557.4,436.8,359.5,160.0,160.0,160.0,140.0,100.0,720.0,D,B,C,C,3.0,D,A,B,D,B,B,B,A,B,A,A,A,A,B,B,A,B,B,B,B,E,C1
160000407989.0,2016.0,Itarema,CE,36.0,M,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,544.2,660.9,516.3,590.2,120.0,120.0,120.0,120.0,160.0,640.0,A,A,A,A,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B,E,DE
160000407990.0,2016.0,Luziânia,GO,20.0,M,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,550.9,497.8,488.0,438.5,120.0,100.0,80.0,100.0,40.0,440.0,A,C,B,B,6.0,C,A,C,D,A,A,B,A,B,A,A,A,A,B,A,A,B,B,B,B,E,C2
160000407991.0,2016.0,Monteiro,PB,22.0,F,1.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,542.6,642.6,623.7,506.2,140.0,120.0,120.0,120.0,60.0,560.0,E,E,B,B,4.0,C,A,B,C,B,A,B,A,B,A,B,A,A,B,B,A,B,A,A,B,E,C1
160000407992.0,2016.0,São Joaquim da Barra,SP,18.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,559.5,611.7,607.6,609.6,160.0,160.0,160.0,160.0,160.0,800.0,B,D,C,F,3.0,B,A,B,C,A,A,B,B,B,A,A,A,A,C,A,A,B,A,A,B,E,C2
160008493027.0,2016.0,São Carlos,SP,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,552.2,627.3,567.2,652.5,140.0,160.0,180.0,200.0,160.0,840.0,F,D,D,C,4.0,H,A,D,D,C,A,B,A,B,A,B,A,B,B,B,B,D,B,C,B,D,A
160000407993.0,2016.0,Pouso Alegre,MG,22.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,537.1,611.8,574.4,616.9,160.0,160.0,160.0,140.0,120.0,740.0,F,C,C,B,2.0,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,C2
160000407994.0,2016.0,Taboão da Serra,SP,18.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,436.2,528.7,537.5,472.3,120.0,120.0,100.0,120.0,40.0,500.0,B,C,C,B,2.0,B,A,B,C,A,A,B,B,B,B,B,A,A,C,B,A,C,B,B,B,E,C1
160000410931.0,2016.0,Santa Rita do Passa Quatro,SP,24.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,449.1,573.7,545.1,584.2,160.0,140.0,120.0,120.0,100.0,640.0,D,E,B,B,4.0,C,A,C,C,B,A,B,B,B,A,B,A,A,C,B,A,D,B,B,B,E,B2
160000410932.0,2016.0,Brasília,DF,17.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,508.0,537.4,509.6,386.2,120.0,140.0,120.0,160.0,20.0,560.0,C,E,B,B,5.0,G,A,C,D,B,A,B,A,A,A,B,A,A,C,A,A,D,B,B,B,E,B2
160000410934.0,2016.0,Capão do Leão,RS,28.0,F,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,497.8,623.0,606.6,671.2,140.0,120.0,120.0,120.0,60.0,560.0,E,E,B,B,4.0,D,A,B,C,B,A,B,A,A,A,B,A,A,D,B,A,C,A,B,B,E,B2
160000410935.0,2016.0,Salvador,BA,20.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,427.9,606.1,562.3,361.4,120.0,140.0,120.0,120.0,80.0,580.0,E,E,D,B,5.0,G,A,B,C,A,B,B,B,A,A,B,A,A,B,B,B,A,B,A,B,E,C1
160000410936.0,2016.0,Caiapônia,GO,17.0,F,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,400.6,418.5,543.6,450.7,120.0,120.0,80.0,120.0,120.0,560.0,E,B,A,A,4.0,D,A,C,D,A,A,B,B,A,A,A,A,A,B,B,A,C,A,B,A,E,C1
160000410938.0,2016.0,Goiânia,GO,19.0,F,1.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,453.4,535.7,444.1,419.6,120.0,120.0,120.0,120.0,120.0,600.0,C,E,B,F,3.0,C,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,C,A,B,A,E,C1
160000410939.0,2016.0,Belo Horizonte,MG,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,624.8,668.7,647.1,679.9,160.0,180.0,200.0,180.0,120.0,840.0,D,D,B,B,5.0,C,A,B,C,B,B,B,B,A,A,B,A,A,B,A,B,B,B,A,B,E,C2
160000410940.0,2016.0,São Paulo,SP,21.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,625.9,670.2,584.1,714.1,160.0,160.0,160.0,200.0,160.0,840.0,B,A,C,B,3.0,D,A,B,B,B,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B,E,C2
160000410941.0,2016.0,Curitiba,PR,64.0,M,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,548.9,634.7,582.0,498.2,120.0,80.0,80.0,80.0,40.0,400.0,D,E,D,D,1.0,C,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,B,D,C1
160000410944.0,2016.0,Carpina,PE,31.0,F,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,468.7,522.8,548.4,545.8,140.0,120.0,120.0,120.0,40.0,540.0,D,F,B,D,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,E,C2
160000410945.0,2016.0,Cruz das Almas,BA,24.0,M,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,408.9,567.4,472.2,503.8,120.0,100.0,120.0,120.0,80.0,540.0,E,E,A,A,5.0,C,A,B,D,A,B,B,A,A,A,B,A,A,B,A,A,E,A,B,B,E,C1
160000410948.0,2016.0,Campo Grande,MS,36.0,M,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,510.8,541.9,516.5,494.8,120.0,100.0,60.0,100.0,100.0,480.0,E,D,B,B,6.0,G,A,B,D,B,B,B,A,B,A,B,A,A,D,B,B,E,A,B,B,E,B2
160000410949.0,2016.0,Serra,ES,29.0,F,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,442.5,513.4,483.5,393.9,120.0,120.0,100.0,80.0,20.0,440.0,H,F,F,D,2.0,C,A,C,D,B,A,B,A,B,A,B,A,A,B,B,A,C,A,A,A,E,B2
160000410950.0,2016.0,São José de Ribamar,MA,25.0,M,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,504.7,574.1,532.0,717.9,140.0,80.0,80.0,120.0,60.0,480.0,E,E,D,D,9.0,G,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
160000410951.0,2016.0,Garanhuns,PE,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,526.9,603.2,569.5,416.9,160.0,140.0,120.0,140.0,120.0,680.0,E,E,E,D,4.0,F,A,C,D,B,A,B,B,B,A,B,A,A,D,B,A,E,A,C,B,E,B1
160000410956.0,2016.0,Itapecuru Mirim,MA,21.0,F,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,439.7,437.8,516.7,444.5,100.0,40.0,80.0,100.0,80.0,400.0,E,D,A,A,5.0,B,A,B,D,B,A,B,A,A,A,A,A,A,B,B,A,C,B,B,B,E,C1
160000410957.0,2016.0,Vila Velha,ES,46.0,M,1.0,10.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,594.5,620.0,617.4,605.5,120.0,120.0,120.0,120.0,60.0,540.0,F,E,E,F,1.0,I,A,B,C,B,A,B,A,B,A,A,A,B,B,B,B,B,B,C,B,C,B2
160000410958.0,2016.0,São Paulo,SP,18.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,594.9,502.6,542.2,605.0,160.0,120.0,120.0,120.0,120.0,640.0,E,E,C,B,3.0,E,A,C,C,B,A,B,A,B,A,B,A,B,C,A,A,D,B,B,B,E,B2
160000410959.0,2016.0,Campinas,SP,35.0,M,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,539.6,604.8,605.9,499.2,140.0,120.0,140.0,120.0,140.0,660.0,E,D,D,B,4.0,E,A,C,D,A,A,B,A,B,A,B,A,B,C,A,B,D,B,B,B,E,B2
160000410961.0,2016.0,Aparecida de Goiânia,GO,17.0,F,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,539.4,501.5,584.2,490.5,100.0,120.0,100.0,120.0,100.0,540.0,B,B,B,B,5.0,C,A,B,C,A,B,B,B,A,A,A,A,A,B,A,A,C,A,B,A,E,DE
160000410962.0,2016.0,Coromandel,MG,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,493.1,438.8,531.7,473.2,120.0,120.0,80.0,120.0,80.0,520.0,C,E,B,F,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A,E,C2
160000410963.0,2016.0,Porto Alegre,RS,22.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,433.5,583.5,522.5,543.2,160.0,140.0,140.0,120.0,40.0,600.0,F,E,E,B,3.0,G,A,C,C,A,A,B,B,B,A,B,A,B,D,B,B,E,B,C,B,D,B1
160000410964.0,2016.0,Goiânia,GO,19.0,F,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,510.5,554.3,523.5,495.3,140.0,120.0,140.0,140.0,80.0,620.0,G,G,D,B,7.0,M,A,C,D,B,A,B,A,A,A,B,A,A,B,B,A,D,B,B,B,D,B2
160000410966.0,2016.0,Macaé,RJ,35.0,M,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,489.6,598.7,565.9,549.1,120.0,80.0,80.0,40.0,80.0,400.0,D,D,C,B,3.0,F,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,B,A,B,B,E,C1
160000410967.0,2016.0,Dracena,SP,23.0,F,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,568.1,618.7,587.6,638.6,120.0,120.0,140.0,120.0,40.0,540.0,B,D,C,C,4.0,F,A,C,C,B,A,B,B,A,A,A,A,A,A,A,A,E,A,D,B,E,B2
160000410968.0,2016.0,Muribeca,SE,24.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,537.1,643.5,569.8,600.2,160.0,160.0,180.0,160.0,160.0,820.0,C,A,A,A,2.0,B,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,B,E,DE
160000410971.0,2016.0,Governador Valadares,MG,20.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,401.4,511.4,513.1,506.8,160.0,160.0,160.0,200.0,160.0,840.0,E,D,D,B,4.0,G,A,B,C,A,B,B,B,B,B,B,A,A,B,A,B,E,B,B,B,E,B2
160000410972.0,2016.0,Ribeirão das Neves,MG,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,476.4,543.3,536.9,550.5,160.0,120.0,140.0,160.0,160.0,740.0,B,B,C,B,4.0,D,A,B,C,B,B,B,B,A,A,A,A,A,B,B,B,E,B,B,B,E,C2
160000410976.0,2016.0,Rio de Janeiro,RJ,19.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,428.6,478.0,511.2,410.9,120.0,140.0,160.0,120.0,120.0,660.0,A,B,B,B,5.0,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,B,B,B,E,DE
160000410977.0,2016.0,Embu das Artes,SP,24.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,417.1,517.6,404.1,383.0,80.0,80.0,100.0,80.0,120.0,460.0,B,B,F,B,5.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A,E,DE
160008492989.0,2016.0,João Pessoa,PB,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,676.4,705.9,666.3,774.7,180.0,180.0,180.0,180.0,180.0,900.0,F,F,D,D,4.0,E,A,E,E,B,B,B,A,B,A,B,A,A,C,B,A,E,B,B,B,E,A
160000410979.0,2016.0,Fortaleza,CE,17.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,599.1,655.8,638.7,720.8,160.0,160.0,160.0,200.0,160.0,840.0,F,F,D,F,6.0,P,B,C,D,C,A,B,B,B,A,B,A,B,D,B,B,E,B,C,B,D,A
160000410980.0,2016.0,Campo Grande,MS,44.0,M,4.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,538.0,605.0,444.0,436.2,120.0,80.0,100.0,80.0,0.0,380.0,C,D,C,B,3.0,C,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,E,C2
160000410981.0,2016.0,Santa Cruz,RN,18.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,494.4,565.6,522.3,562.7,120.0,120.0,120.0,120.0,120.0,600.0,G,G,D,D,4.0,D,A,C,D,B,B,B,A,B,A,B,A,A,B,B,A,E,A,C,B,E,B1
160000410983.0,2016.0,Umuarama,PR,22.0,F,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,403.5,595.2,562.3,520.5,120.0,120.0,120.0,120.0,60.0,540.0,D,D,D,D,2.0,D,A,B,B,A,B,B,A,B,A,B,A,B,B,A,A,B,A,A,B,E,C2
160000410984.0,2016.0,Belém,PA,44.0,M,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,533.0,613.7,563.4,496.4,160.0,160.0,160.0,160.0,140.0,780.0,E,D,D,B,3.0,G,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,B,B,B,D,C2
160000410985.0,2016.0,Osasco,SP,17.0,M,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,597.7,698.3,659.6,735.7,140.0,160.0,160.0,160.0,120.0,740.0,G,G,D,D,4.0,P,D,E,D,C,A,C,B,B,B,B,A,B,D,B,B,E,B,D,B,C,A
160000414085.0,2016.0,Sumaré,SP,17.0,F,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,626.6,681.5,632.7,623.8,160.0,160.0,200.0,160.0,160.0,840.0,E,G,D,E,3.0,N,C,E,D,C,A,B,A,B,B,B,B,B,D,B,B,C,A,B,B,D,A
160000414086.0,2016.0,Betim,MG,18.0,F,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,472.0,584.6,565.6,472.1,120.0,120.0,100.0,120.0,120.0,580.0,B,F,B,F,3.0,C,A,B,C,A,A,B,C,A,A,A,A,A,B,B,A,D,A,B,B,E,B2
160000414087.0,2016.0,Franca,SP,20.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,598.3,614.8,604.5,577.2,140.0,120.0,100.0,120.0,80.0,560.0,F,E,D,B,4.0,G,A,C,C,C,B,B,A,B,A,B,A,B,C,B,B,E,A,B,B,E,B1
160000414088.0,2016.0,São Paulo,SP,33.0,M,1.0,10.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,465.1,527.6,443.6,503.8,120.0,120.0,80.0,80.0,80.0,480.0,B,C,A,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B,E,C2
160000414092.0,2016.0,Itabaiana,SE,21.0,F,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,462.1,572.5,599.5,436.6,140.0,100.0,100.0,140.0,80.0,560.0,C,E,D,E,1.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,E,C2
160000414094.0,2016.0,Chapadinha,MA,17.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,511.2,612.5,551.7,373.2,140.0,120.0,120.0,120.0,80.0,580.0,E,E,A,A,3.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
160000414096.0,2016.0,Pouso Alegre,MG,35.0,M,1.0,10.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,615.4,698.6,669.3,546.2,140.0,140.0,140.0,140.0,40.0,600.0,C,C,C,C,2.0,K,A,B,D,B,A,C,A,C,A,B,A,B,D,B,B,C,B,B,B,D,C1
160000414097.0,2016.0,Monte Carmelo,MG,28.0,F,1.0,10.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,498.6,583.5,605.3,610.9,160.0,160.0,140.0,160.0,120.0,740.0,E,D,F,B,2.0,B,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,B,A,B,A,E,C2
160000414100.0,2016.0,São José dos Campos,SP,33.0,M,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,584.3,659.7,589.7,689.4,120.0,120.0,120.0,120.0,120.0,600.0,E,E,F,B,3.0,D,A,C,D,A,A,B,A,B,A,B,A,A,C,B,B,D,B,C,B,E,B2
160000414101.0,2016.0,São Paulo,SP,21.0,F,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,420.6,503.6,502.4,461.4,100.0,100.0,80.0,80.0,40.0,400.0,E,E,B,B,7.0,G,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,B,A,B,E,C2
160000414103.0,2016.0,Igrejinha,RS,26.0,F,1.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,389.3,472.6,471.2,594.0,120.0,120.0,100.0,120.0,120.0,580.0,B,B,C,C,1.0,E,A,B,B,A,B,B,B,B,A,B,A,A,B,B,A,B,A,B,A,D,C2
160000414105.0,2016.0,Porto Nacional,TO,17.0,F,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,640.4,682.5,610.5,661.5,140.0,140.0,120.0,160.0,80.0,640.0,E,G,D,C,5.0,Q,D,C,D,C,A,B,B,B,B,B,A,A,D,B,B,E,B,E,B,A,A
160000414107.0,2016.0,Curitiba,PR,18.0,F,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,608.3,611.0,513.1,468.2,120.0,120.0,80.0,80.0,80.0,480.0,C,D,C,D,4.0,F,A,C,E,B,A,B,B,C,A,B,B,A,B,A,A,D,B,C,B,E,B1
160000414110.0,2016.0,Salvador,BA,33.0,F,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,493.0,646.9,609.6,543.6,120.0,120.0,120.0,120.0,140.0,620.0,C,E,C,D,1.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
