NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,TP_SES_INCOME,TP_SES_POINTS
190001480442.0,2019.0,Jacaraú,PB,17.0,F,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,618.5,622.1,647.9,723.4,160.0,160.0,160.0,200.0,180.0,860.0,F,F,D,D,6.0,J,A,B,E,B,B,B,A,B,A,A,A,A,B,A,B,C,A,C,B,D,B2
190001493189.0,2019.0,Petrolina,PE,50.0,M,1.0,13.0,1.0,1,1.0,1.0,1.0,1.0,1.0,442.1,450.6,496.8,493.2,120.0,120.0,100.0,120.0,0.0,460.0,A,A,A,A,1.0,B,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,B,A,B,A,E,DE
190001421557.0,2019.0,Riachão do Jacuípe,BA,21.0,M,1.0,2.0,1.0,1,3.0,1.0,1.0,1.0,1.0,505.2,537.5,515.8,599.7,140.0,140.0,120.0,120.0,100.0,620.0,A,E,C,C,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,B,B,E,C2
190001480443.0,2019.0,Santa Rita,PB,18.0,M,2.0,0.0,2.0,2,3.0,1.0,1.0,1.0,1.0,373.2,409.6,469.5,379.1,120.0,120.0,120.0,120.0,0.0,480.0,D,E,C,B,4.0,C,A,B,C,A,B,B,A,B,A,B,A,A,C,B,A,E,A,A,B,E,C1
190001082475.0,2019.0,Manaus,AM,17.0,F,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,385.8,436.3,393.8,370.0,100.0,40.0,40.0,80.0,0.0,260.0,H,H,F,C,4.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B,E,DE
190002037440.0,2019.0,Brasília,DF,17.0,M,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,389.7,431.1,482.0,529.7,120.0,120.0,120.0,120.0,80.0,560.0,B,E,A,B,4.0,B,B,B,C,B,A,B,A,B,A,B,A,A,B,B,A,D,A,A,A,E,C2
190001692705.0,2019.0,Novo Hamburgo,RS,31.0,F,1.0,6.0,1.0,1,3.0,1.0,1.0,1.0,1.0,513.7,572.8,529.4,490.9,120.0,140.0,120.0,80.0,60.0,520.0,B,B,C,B,2.0,F,A,B,C,A,A,B,B,B,A,B,A,B,B,A,A,D,A,A,A,D,DE
190001517223.0,2019.0,Saquarema,RJ,41.0,F,4.0,0.0,1.0,3,3.0,1.0,1.0,1.0,1.0,448.5,395.1,498.0,479.9,100.0,80.0,80.0,100.0,20.0,380.0,B,B,C,B,3.0,E,A,B,C,B,A,B,A,B,A,A,A,A,B,A,B,C,B,B,B,E,C2
190001199384.0,2019.0,Palmas,TO,23.0,M,1.0,4.0,1.0,1,3.0,1.0,1.0,1.0,1.0,420.4,362.1,437.1,397.8,100.0,120.0,100.0,120.0,60.0,500.0,B,D,C,B,3.0,C,A,B,C,A,B,B,A,A,B,B,A,A,B,A,A,D,B,B,B,E,C2
190001475149.0,2019.0,Areia Branca,RN,25.0,F,1.0,5.0,1.0,1,3.0,1.0,1.0,1.0,1.0,399.8,456.5,539.5,372.7,100.0,120.0,80.0,80.0,60.0,440.0,E,C,C,B,2.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B,E,C2
190001595665.0,2019.0,Diadema,SP,19.0,F,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,587.9,595.9,563.7,533.6,120.0,160.0,140.0,100.0,100.0,620.0,G,E,D,D,4.0,G,A,B,C,B,A,B,B,B,A,A,A,A,C,A,A,D,A,B,B,E,B2
190001042835.0,2019.0,Ananindeua,PA,21.0,F,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,463.9,559.7,542.1,377.9,140.0,160.0,160.0,160.0,120.0,740.0,D,C,B,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,A,E,DE
190001237809.0,2019.0,Salinas,MG,20.0,M,1.0,2.0,1.0,1,3.0,1.0,1.0,1.0,1.0,601.6,555.5,557.0,729.8,160.0,140.0,180.0,200.0,160.0,840.0,A,E,B,B,5.0,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,E,A,B,B,E,C2
190001133212.0,2019.0,Fortaleza,CE,48.0,M,1.0,13.0,1.0,2,3.0,1.0,1.0,1.0,1.0,457.9,580.9,501.8,447.4,100.0,120.0,120.0,100.0,0.0,440.0,A,H,C,C,4.0,C,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
190001595666.0,2019.0,Itapevi,SP,24.0,F,1.0,7.0,1.0,1,1.0,1.0,1.0,1.0,1.0,472.7,590.1,563.4,444.8,160.0,160.0,160.0,140.0,140.0,760.0,E,F,D,D,3.0,D,A,B,C,B,A,B,B,B,A,B,A,A,C,B,A,D,A,A,B,E,B2
190001493191.0,2019.0,Recife,PE,19.0,F,1.0,2.0,1.0,1,3.0,1.0,1.0,1.0,1.0,574.0,570.3,593.0,584.9,140.0,180.0,160.0,160.0,180.0,820.0,D,E,C,B,6.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,B,B,E,C2
190001517224.0,2019.0,Rio de Janeiro,RJ,22.0,M,1.0,4.0,1.0,1,3.0,1.0,1.0,1.0,1.0,501.7,593.3,604.5,622.5,120.0,120.0,120.0,120.0,120.0,600.0,B,C,B,B,10.0,G,A,B,C,A,A,B,B,A,A,A,A,A,C,A,A,D,A,B,B,E,C2
190001595667.0,2019.0,São Paulo,SP,20.0,F,1.0,3.0,1.0,1,3.0,1.0,1.0,1.0,1.0,457.2,556.3,518.2,465.5,140.0,120.0,120.0,160.0,160.0,700.0,B,F,A,B,4.0,E,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B,B,A,A,E,C1
190001692706.0,2019.0,São Sebastião do Caí,RS,19.0,F,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,384.7,556.9,547.4,568.8,140.0,120.0,120.0,140.0,0.0,520.0,F,D,B,B,3.0,F,A,C,C,B,A,B,B,B,A,B,A,B,D,B,A,D,A,B,B,E,B1
190001517225.0,2019.0,Rio de Janeiro,RJ,22.0,F,1.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,416.7,491.8,488.7,406.5,120.0,100.0,120.0,80.0,60.0,480.0,B,B,D,B,3.0,C,A,B,C,A,A,B,A,B,A,B,A,A,C,A,A,C,A,B,A,E,DE
190002037441.0,2019.0,Brasília,DF,25.0,F,1.0,7.0,1.0,1,2.0,1.0,1.0,1.0,1.0,390.6,599.1,561.9,469.4,140.0,140.0,160.0,120.0,100.0,660.0,B,D,B,B,6.0,G,A,C,D,B,B,B,A,B,A,B,A,A,C,A,A,E,A,B,B,E,B2
190001210203.0,2019.0,São José de Ribamar,MA,21.0,F,1.0,4.0,1.0,1,3.0,1.0,1.0,1.0,1.0,475.3,525.2,579.6,599.2,140.0,120.0,100.0,120.0,0.0,480.0,C,E,B,B,3.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B,E,C2
190001779795.0,2019.0,Goiânia,GO,40.0,F,1.0,13.0,1.0,1,1.0,1.0,1.0,1.0,1.0,377.7,526.8,479.4,429.0,120.0,120.0,120.0,120.0,100.0,580.0,B,D,B,B,1.0,A,A,C,C,A,A,B,A,A,A,B,A,A,B,B,A,B,A,B,B,E,C1
190001121526.0,2019.0,São Miguel do Tapuio,PI,24.0,M,1.0,6.0,1.0,1,3.0,1.0,1.0,1.0,1.0,432.9,441.7,476.5,430.1,100.0,120.0,80.0,80.0,80.0,460.0,A,E,A,B,3.0,C,A,B,C,A,B,B,A,B,A,A,A,A,C,B,A,B,A,A,B,E,C1
190001121527.0,2019.0,Parnaíba,PI,17.0,F,2.0,0.0,2.0,3,1.0,1.0,1.0,1.0,1.0,427.6,548.8,587.2,699.3,160.0,180.0,140.0,140.0,200.0,820.0,D,C,C,B,6.0,G,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,E,DE
190001692707.0,2019.0,São Borja,RS,36.0,M,1.0,13.0,1.0,2,1.0,1.0,1.0,1.0,1.0,522.6,639.3,590.9,666.3,160.0,120.0,120.0,160.0,160.0,720.0,C,D,B,B,5.0,C,A,B,C,B,A,B,A,B,A,B,A,B,B,B,A,C,A,B,B,E,C1
190001421559.0,2019.0,Cachoeira,BA,31.0,M,1.0,9.0,1.0,1,3.0,1.0,1.0,1.0,1.0,413.6,463.5,431.3,389.7,80.0,100.0,80.0,80.0,0.0,340.0,B,D,A,B,10.0,C,A,B,D,A,A,B,A,B,A,A,A,A,B,B,A,B,A,B,B,E,C2
190001517226.0,2019.0,Rio de Janeiro,RJ,53.0,M,1.0,13.0,1.0,1,1.0,1.0,1.0,1.0,1.0,461.7,577.0,553.5,422.7,100.0,140.0,120.0,80.0,80.0,520.0,C,C,B,B,2.0,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,B,E,DE
190001595670.0,2019.0,Várzea Paulista,SP,19.0,F,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,594.7,640.8,626.2,624.2,120.0,160.0,160.0,160.0,120.0,720.0,C,C,C,C,5.0,I,A,B,C,B,A,B,B,B,B,B,A,B,B,A,A,E,A,B,B,D,C1
190001779796.0,2019.0,Luziânia,GO,27.0,M,1.0,8.0,1.0,1,3.0,1.0,1.0,1.0,1.0,448.7,410.9,460.9,434.3,100.0,120.0,80.0,60.0,60.0,420.0,B,B,C,B,2.0,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,E,C2
190001042836.0,2019.0,Belém,PA,17.0,F,2.0,0.0,2.0,1,2.0,1.0,1.0,1.0,1.0,510.9,585.4,578.4,605.2,160.0,200.0,160.0,200.0,160.0,880.0,E,F,D,D,3.0,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,B,D,B,B,B,E,B2
190001409449.0,2019.0,Campo do Brito,SE,19.0,M,1.0,2.0,1.0,1,2.0,1.0,1.0,1.0,1.0,468.8,545.7,521.3,412.3,160.0,160.0,160.0,160.0,160.0,800.0,B,C,A,A,2.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
190001409450.0,2019.0,Aracaju,SE,39.0,M,1.0,13.0,1.0,1,3.0,1.0,1.0,1.0,1.0,584.4,598.8,579.4,528.0,120.0,140.0,100.0,120.0,120.0,600.0,C,B,B,B,3.0,D,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,A,E,DE
190001421560.0,2019.0,São Sebastião do Passé,BA,19.0,M,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,361.2,499.0,403.5,392.5,120.0,120.0,120.0,120.0,80.0,560.0,C,B,C,D,5.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B,E,DE
190001493193.0,2019.0,Camaragibe,PE,20.0,F,1.0,2.0,1.0,1,3.0,1.0,1.0,1.0,1.0,521.7,457.8,502.8,404.7,100.0,120.0,120.0,100.0,120.0,560.0,H,E,F,B,2.0,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,E,DE
190001237812.0,2019.0,Nanuque,MG,18.0,F,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,411.8,524.5,520.8,529.5,160.0,140.0,120.0,140.0,180.0,740.0,E,E,C,F,2.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,E,C2
190001480444.0,2019.0,Mogeiro,PB,24.0,F,1.0,7.0,1.0,1,3.0,1.0,1.0,1.0,1.0,568.4,580.6,585.5,417.0,120.0,120.0,120.0,160.0,140.0,660.0,E,C,F,B,5.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,E,C2
190001237813.0,2019.0,Governador Valadares,MG,23.0,M,1.0,5.0,1.0,2,3.0,1.0,1.0,1.0,1.0,468.6,517.3,528.9,513.5,140.0,120.0,100.0,120.0,100.0,580.0,E,E,B,F,2.0,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,B,A,B,B,E,C1
190001121528.0,2019.0,Piripiri,PI,17.0,F,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,556.8,487.0,571.8,578.5,140.0,180.0,160.0,160.0,160.0,800.0,B,A,A,F,7.0,C,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
190001042838.0,2019.0,Belém,PA,21.0,F,1.0,3.0,1.0,1,3.0,1.0,1.0,1.0,1.0,395.1,554.7,550.0,406.4,120.0,120.0,120.0,100.0,100.0,560.0,H,D,D,D,2.0,A,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,E,DE
190001595672.0,2019.0,Araras,SP,18.0,M,2.0,0.0,2.0,1,1.0,1.0,1.0,1.0,1.0,537.0,585.3,590.1,661.4,120.0,120.0,100.0,120.0,80.0,540.0,E,E,C,F,3.0,C,A,B,B,A,B,B,A,B,A,B,A,A,B,A,A,C,A,B,B,E,C1
190001867760.0,2019.0,Campo Mourão,PR,18.0,M,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,523.2,469.3,508.4,679.4,140.0,160.0,120.0,120.0,100.0,640.0,E,E,D,D,4.0,D,A,C,D,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B,E,C1
190001595673.0,2019.0,Mirandópolis,SP,19.0,F,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,405.0,416.0,442.8,486.8,120.0,120.0,120.0,120.0,80.0,560.0,B,B,C,C,4.0,C,A,B,C,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,E,C2
190001421561.0,2019.0,Itambé,BA,20.0,F,1.0,4.0,1.0,1,3.0,1.0,1.0,1.0,1.0,348.0,444.1,411.4,590.1,140.0,140.0,140.0,120.0,140.0,680.0,H,D,F,B,7.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
190001595675.0,2019.0,Marília,SP,17.0,F,2.0,0.0,2.0,1,1.0,1.0,1.0,1.0,1.0,423.9,500.4,472.3,503.9,120.0,120.0,140.0,120.0,120.0,620.0,E,E,C,C,4.0,E,A,B,C,A,A,B,B,B,B,A,A,A,B,A,B,E,A,A,A,E,C2
190001867761.0,2019.0,Curitiba,PR,27.0,M,1.0,10.0,1.0,0,3.0,1.0,1.0,1.0,1.0,610.7,709.4,604.3,723.6,160.0,120.0,140.0,120.0,120.0,660.0,D,D,C,B,2.0,C,A,B,C,A,A,B,B,B,B,B,A,A,B,A,A,C,A,B,B,E,C1
190001692708.0,2019.0,Santo Ângelo,RS,24.0,F,1.0,5.0,1.0,1,1.0,1.0,1.0,1.0,1.0,476.1,599.8,585.0,432.5,140.0,120.0,140.0,140.0,140.0,680.0,E,E,C,B,4.0,I,A,C,D,B,A,C,C,B,A,A,A,A,C,B,A,D,B,C,B,D,B1
190001042839.0,2019.0,Ananindeua,PA,25.0,F,1.0,4.0,1.0,1,3.0,1.0,1.0,1.0,1.0,482.1,471.7,523.7,449.5,100.0,140.0,120.0,100.0,60.0,520.0,B,E,B,B,3.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B,E,C2
190001779797.0,2019.0,Águas Lindas de Goiás,GO,17.0,F,2.0,0.0,2.0,1,3.0,1.0,1.0,1.0,1.0,467.9,548.7,536.1,392.4,120.0,120.0,120.0,120.0,120.0,600.0,C,F,F,B,4.0,C,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B,E,B2
190001480446.0,2019.0,Areial,PB,19.0,M,1.0,2.0,1.0,0,4.0,1.0,1.0,1.0,1.0,484.2,564.0,523.8,451.6,140.0,120.0,120.0,120.0,80.0,580.0,E,E,B,B,2.0,A,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,B,A,A,B,E,C2
190001779798.0,2019.0,Goiânia,GO,24.0,F,1.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1.0,525.5,496.1,566.5,366.1,120.0,120.0,140.0,120.0,100.0,600.0,D,C,B,B,2.0,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,E,C2
190001082476.0,2019.0,Manacapuru,AM,36.0,M,1.0,13.0,1.0,0,3.0,1.0,1.0,1.0,1.0,454.4,419.2,466.3,441.7,120.0,120.0,100.0,100.0,80.0,520.0,H,F,F,D,4.0,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B,E,B2
190001237815.0,2019.0,Extrema,MG,17.0,F,2.0,0.0,2.0,1,1.0,1.0,1.0,1.0,1.0,624.5,636.9,635.8,698.7,160.0,140.0,160.0,160.0,180.0,800.0,C,G,C,D,4.0,K,A,C,C,B,B,B,A,B,A,B,A,B,C,B,A,E,A,C,B,D,B1
190001743753.0,2019.0,Nova Alvorada do Sul,MS,19.0,F,1.0,3.0,1.0,1,1.0,1.0,1.0,1.0,1.0,402.1,419.5,424.7,455.8,140.0,120.0,120.0,120.0,140.0,640.0,E,F,A,D,4.0,C,A,B,D,B,A,B,B,B,A,B,A,A,B,B,A,D,A,B,B,E,B2
190001237816.0,2019.0,Turmalina,MG,18.0,F,1.0,1.0,1.0,1,3.0,1.0,1.0,1.0,1.0,557.7,579.7,584.4,469.2,120.0,120.0,120.0,120.0,180.0,660.0,B,B,A,A,4.0,C,A,B,C,C,A,B,A,A,A,B,A,A,C,B,A,D,A,B,B,E,C2
190001024984.0,2019.0,Porto Velho,RO,36.0,M,1.0,13.0,1.0,2,3.0,1.0,1.0,1.0,1.0,443.8,573.3,572.4,486.5,100.0,120.0,120.0,120.0,100.0,560.0,C,C,B,B,5.0,E,A,C,C,B,A,C,A,A,A,B,A,A,C,A,B,E,A,B,B,E,C1
