NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,TP_SES_INCOME,TP_SES_POINTS
150000000218.0,2015.0,Brasília,DF,21.0,M,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,478.4,522.6,476.5,432.7,120,80,80,80,0,360.0,B,B,A,A,3.0,C,A,C,B,B,A,B,A,B,A,B,A,A,C,A,B,D,B,B,B,E,C1
150000000219.0,2015.0,São Luís,MA,22.0,F,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,552.0,651.0,602.8,825.2,140,140,160,120,40,600.0,H,E,F,D,4.0,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,D,B,B,B,E,C1
150000000168.0,2015.0,Votuporanga,SP,22.0,M,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,523.2,579.6,594.8,561.7,120,120,120,100,100,560.0,F,B,F,B,4.0,D,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,B,B,B,E,B2
150000000277.0,2015.0,Rondonópolis,MT,18.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,589.2,650.3,587.9,591.3,160,160,120,120,160,720.0,B,E,C,F,5.0,E,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,E,B,B,B,E,C1
150000000380.0,2015.0,Mogi das Cruzes,SP,27.0,F,1.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,432.6,668.8,608.9,564.3,120,120,120,120,120,600.0,C,E,C,C,5.0,C,A,C,D,B,A,B,A,B,A,A,A,A,B,B,B,D,A,C,B,E,B2
150000000435.0,2015.0,São José do Rio Preto,SP,16.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,573.2,602.7,586.2,635.1,120,160,160,160,120,720.0,E,E,E,E,2.0,P,A,E,D,C,A,B,A,B,A,B,A,B,B,B,B,D,B,D,B,C,A
150000000488.0,2015.0,Pato Branco,PR,20.0,F,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,436.8,589.6,529.7,496.4,120,120,100,140,80,560.0,B,B,C,B,7.0,L,A,C,D,B,A,B,B,B,A,B,A,A,C,B,B,E,B,A,B,D,C1
150000000221.0,2015.0,Atibaia,SP,20.0,F,1.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,557.3,599.8,567.2,615.3,120,120,120,120,40,520.0,E,C,B,B,4.0,E,A,B,C,B,A,B,A,B,A,B,A,B,C,B,B,E,B,A,B,E,C1
150000000222.0,2015.0,Rio de Janeiro,RJ,23.0,M,1.0,7.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,474.9,600.8,598.7,616.2,120,60,80,120,100,480.0,D,D,B,F,4.0,F,A,B,C,A,A,B,A,B,A,A,A,A,B,B,B,E,A,A,B,E,C2
150000000169.0,2015.0,Rio de Janeiro,RJ,21.0,M,1.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,454.6,621.2,580.5,443.2,160,140,160,160,160,780.0,B,C,B,B,2.0,D,A,B,B,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,E,C2
150000000170.0,2015.0,Santa Rosa,RS,18.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,658.8,602.4,582.7,753.0,160,160,160,180,160,820.0,F,F,E,E,3.0,O,C,D,D,C,A,B,B,B,A,B,A,B,B,A,A,C,B,B,B,C,A
150000000223.0,2015.0,Salvador,BA,20.0,M,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,457.5,426.4,442.3,378.8,100,60,60,80,40,340.0,D,C,A,B,3.0,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,E,DE
150000000225.0,2015.0,Rio de Janeiro,RJ,20.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,402.9,539.5,537.5,512.5,120,120,120,120,120,600.0,C,C,C,B,5.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,C,B,A,A,E,DE
150000000173.0,2015.0,Senhor do Bonfim,BA,18.0,M,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,502.2,568.2,527.3,419.3,120,120,160,120,120,640.0,C,F,B,C,6.0,F,A,B,C,A,A,B,B,A,A,B,A,A,B,B,A,D,A,B,B,E,B2
150000000226.0,2015.0,Natal,RN,25.0,M,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,494.2,694.1,582.3,714.5,160,160,120,120,120,680.0,B,D,B,B,5.0,D,A,C,C,B,A,B,A,B,A,A,A,A,C,B,B,E,A,C,B,E,B2
150000000174.0,2015.0,Goiânia,GO,19.0,M,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,607.2,622.5,590.3,718.7,160,200,200,160,160,880.0,D,E,B,D,5.0,E,D,B,E,B,B,C,D,C,B,B,B,A,C,B,B,C,B,B,B,E,A
150000000228.0,2015.0,Taboão da Serra,SP,23.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,488.4,613.4,523.6,478.8,120,120,100,80,80,500.0,A,C,B,B,5.0,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,B,B,B,A,A,E,DE
150000000279.0,2015.0,Juazeiro do Norte,CE,18.0,M,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,482.4,530.7,449.8,547.4,120,120,120,80,40,480.0,B,B,F,F,5.0,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,A,B,A,E,DE
150000000176.0,2015.0,Santo André,SP,22.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,494.6,515.5,537.5,482.0,140,120,120,140,60,580.0,E,B,C,B,4.0,D,A,B,C,A,A,B,B,B,A,B,A,B,B,B,B,C,B,B,B,E,C1
150000000177.0,2015.0,Medianeira,PR,20.0,M,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,512.8,556.2,372.1,568.1,120,120,80,80,80,480.0,B,B,C,B,5.0,E,A,C,D,B,B,B,B,B,A,A,A,A,B,A,A,C,A,B,A,E,C2
150000000178.0,2015.0,Serrana,SP,18.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,508.6,561.6,547.1,324.1,100,120,80,80,140,520.0,D,D,C,B,5.0,G,A,C,D,B,A,B,B,B,A,B,A,A,C,B,B,D,A,B,A,E,C1
150000000179.0,2015.0,Araucária,PR,24.0,F,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,520.0,607.8,580.7,527.5,160,160,120,160,160,760.0,C,C,B,B,2.0,B,A,B,C,A,A,B,A,B,B,B,A,A,B,A,B,C,B,B,B,E,C2
150000000181.0,2015.0,Recife,PE,16.0,F,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,586.0,597.6,572.6,431.4,140,140,120,140,120,660.0,E,E,C,C,2.0,C,A,B,C,A,A,B,A,A,A,A,A,A,C,B,A,C,B,B,B,E,C1
150000000229.0,2015.0,Sabará,MG,28.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,503.2,549.3,488.4,367.0,120,100,120,100,100,540.0,E,C,C,B,2.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
150000000182.0,2015.0,Curitiba,PR,17.0,F,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,645.0,694.3,656.4,780.2,140,160,160,180,120,760.0,F,E,E,E,4.0,J,D,E,D,D,A,B,B,B,B,B,A,B,D,B,B,D,B,D,B,D,A
150000000183.0,2015.0,Catalão,GO,27.0,M,1.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,470.9,590.9,474.4,530.8,120,120,120,120,120,600.0,E,E,B,B,3.0,F,A,B,D,B,B,B,A,B,A,B,A,B,B,A,A,C,B,B,B,E,B2
150000000281.0,2015.0,João Pessoa,PB,20.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,520.8,637.0,559.6,494.1,120,80,80,120,40,440.0,C,B,C,B,5.0,D,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,D,B,A,B,E,DE
150000000186.0,2015.0,São Paulo,SP,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,482.3,608.6,551.1,509.5,160,160,140,120,100,680.0,B,B,B,B,6.0,F,A,B,C,A,A,B,A,A,A,B,A,A,C,B,A,D,B,B,B,E,C2
150000000231.0,2015.0,Florianópolis,SC,20.0,M,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,588.0,661.2,554.9,673.7,140,140,140,140,40,600.0,H,D,D,B,3.0,D,A,B,C,B,A,B,B,B,A,B,A,B,B,B,A,D,A,C,B,E,B2
150000000232.0,2015.0,Curitiba,PR,21.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,465.9,588.0,498.2,421.8,120,120,120,140,160,660.0,B,B,B,B,3.0,F,A,B,C,A,A,B,A,B,A,B,A,A,C,B,A,B,B,B,B,E,C2
150000000187.0,2015.0,Rio de Janeiro,RJ,24.0,F,1.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,489.8,555.7,547.5,505.6,120,120,140,120,120,620.0,D,D,B,B,4.0,H,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,C,B,B,A,D,C2
150000000233.0,2015.0,Rio de Janeiro,RJ,20.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,550.5,563.5,547.9,375.7,120,100,80,80,40,420.0,B,D,C,B,3.0,G,A,C,C,A,A,B,A,B,A,B,A,B,C,B,A,B,B,B,B,D,C1
150000000282.0,2015.0,Barretos,SP,18.0,F,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,474.8,574.9,554.9,606.8,120,120,100,140,120,600.0,H,E,D,F,2.0,D,A,C,C,B,A,B,B,B,A,B,A,A,B,A,A,C,B,B,B,E,B2
150000000283.0,2015.0,São Bernardo do Campo,SP,18.0,M,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,490.7,591.6,520.4,315.6,180,160,180,180,120,820.0,B,E,C,C,4.0,G,A,B,C,B,A,B,A,B,A,A,A,B,C,B,A,E,B,B,B,E,C1
150000000189.0,2015.0,Divinópolis,MG,42.0,F,1.0,10.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,446.9,615.5,525.7,374.4,140,140,140,140,80,640.0,D,B,F,F,3.0,G,A,B,D,A,A,B,A,A,A,B,A,A,B,B,A,B,A,B,B,D,C2
150000000190.0,2015.0,São José dos Pinhais,PR,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,448.4,563.5,547.9,511.5,160,140,120,120,80,620.0,H,E,C,B,4.0,D,A,B,D,B,A,B,A,B,A,B,A,A,B,A,A,D,B,B,B,E,C1
150000000191.0,2015.0,Jacareí,SP,19.0,M,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,692.4,710.2,627.7,740.8,180,200,200,200,200,980.0,F,G,D,D,4.0,P,C,C,D,C,A,B,C,B,A,A,A,B,D,B,B,E,B,B,B,C,A
150000000234.0,2015.0,São José dos Campos,SP,35.0,M,1.0,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,521.6,644.5,570.7,507.7,160,120,120,180,100,680.0,D,E,C,C,7.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,A,E,C2
150000000192.0,2015.0,Guarapuava,PR,21.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,519.4,611.1,590.4,452.9,120,80,120,120,100,540.0,H,E,F,F,3.0,C,A,C,D,A,A,B,B,B,A,B,A,A,C,A,B,C,A,B,B,E,B2
150000000284.0,2015.0,Graça Aranha,MA,24.0,M,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426.7,486.2,444.7,475.9,160,140,120,120,120,660.0,B,C,A,B,2.0,B,A,B,B,A,B,B,A,B,A,A,A,A,B,B,A,B,A,A,B,E,DE
150000000235.0,2015.0,Barra do Bugres,MT,16.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,462.3,483.5,518.8,355.8,140,140,120,120,60,580.0,E,C,C,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,B,A,A,E,DE
150000000236.0,2015.0,Jequié,BA,18.0,F,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,596.8,664.5,597.2,526.5,160,160,180,200,160,860.0,E,E,E,E,3.0,J,A,C,D,B,A,B,B,B,A,B,A,A,D,B,B,E,B,C,B,D,B1
150000000194.0,2015.0,Planalto,RS,20.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,460.7,585.9,527.1,489.1,120,120,120,160,140,660.0,C,B,F,B,3.0,C,A,B,B,A,A,B,A,B,B,B,A,A,B,B,A,C,A,B,B,E,C2
150000000238.0,2015.0,Itaporã,MS,17.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,518.7,622.9,512.2,487.9,160,120,120,160,40,600.0,E,E,C,B,4.0,C,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,C,A,B,B,E,C1
150000000239.0,2015.0,São Bernardo do Campo,SP,19.0,F,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,481.1,613.9,595.3,405.6,160,140,140,160,120,720.0,E,E,C,F,1.0,B,A,C,D,A,A,B,A,B,A,B,A,B,B,B,A,C,B,B,B,E,B2
150000000197.0,2015.0,Curitiba,PR,18.0,M,2.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,682.0,711.2,611.4,698.8,160,160,160,160,80,720.0,G,D,D,B,4.0,N,A,C,D,C,A,B,A,B,B,B,A,B,B,B,A,E,B,E,B,D,A
150000000240.0,2015.0,Cariacica,ES,18.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,601.5,619.2,608.3,461.5,160,120,120,120,140,660.0,E,E,B,B,3.0,B,A,B,C,B,A,B,B,A,A,B,A,A,D,B,A,D,B,B,B,E,B2
150000000241.0,2015.0,Rio de Janeiro,RJ,23.0,F,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,430.7,561.8,446.9,369.5,120,120,120,80,80,520.0,D,B,C,B,4.0,E,B,B,B,A,A,B,B,B,B,B,A,A,C,B,B,E,B,B,B,E,C1
150000000243.0,2015.0,São Paulo,SP,24.0,M,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,471.1,514.6,454.3,477.4,80,80,60,60,80,360.0,A,A,B,B,1.0,B,A,B,A,A,A,B,A,A,A,B,A,A,B,B,A,B,B,A,B,E,DE
150000000244.0,2015.0,Quixadá,CE,24.0,F,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,418.8,597.7,444.1,322.3,120,120,120,120,120,600.0,B,B,B,B,4.0,B,A,B,C,A,B,B,B,C,B,A,A,A,C,B,B,D,A,A,B,E,C2
150000000199.0,2015.0,Igarassu,PE,21.0,F,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,410.2,592.3,497.4,421.2,120,120,120,160,100,620.0,C,B,B,B,3.0,D,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,A,A,A,E,DE
150000000200.0,2015.0,Poconé,MT,21.0,M,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,537.1,577.8,539.4,503.9,100,60,60,80,20,320.0,B,B,C,B,7.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
150000000245.0,2015.0,Toledo,MG,21.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,562.4,594.7,617.3,634.0,160,140,160,160,100,720.0,B,B,A,A,1.0,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,A,E,DE
150000000247.0,2015.0,Várzea Grande,MT,18.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,367.5,510.2,507.8,449.9,140,100,100,120,60,520.0,C,B,C,C,6.0,C,A,B,C,B,B,B,B,B,B,B,A,A,A,B,A,D,B,B,B,E,C1
150000000285.0,2015.0,Novo Gama,GO,32.0,M,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,532.5,663.3,678.6,410.6,100,140,160,120,120,640.0,B,A,B,A,3.0,D,A,B,C,B,A,B,A,B,A,B,A,A,B,B,A,C,A,B,A,E,C2
150000000248.0,2015.0,Vitória,ES,39.0,M,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,599.1,559.7,524.3,636.1,160,160,160,160,100,740.0,F,E,E,D,4.0,K,A,D,E,E,A,C,B,B,A,B,A,B,E,B,B,E,B,B,B,D,A
150000000249.0,2015.0,São Francisco,MG,25.0,F,1.0,9.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,580.3,647.3,599.5,567.8,160,160,180,200,160,860.0,D,F,C,D,6.0,H,A,B,C,C,B,B,B,A,A,B,A,A,B,A,B,A,B,B,A,E,B2
150000000203.0,2015.0,Caruaru,PE,27.0,M,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,539.1,560.7,487.9,393.4,100,120,100,120,100,540.0,B,B,A,A,3.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
150000000250.0,2015.0,Belo Horizonte,MG,31.0,M,1.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,509.7,579.8,580.3,482.3,120,120,120,120,60,540.0,D,B,B,B,1.0,B,A,B,C,A,B,B,A,B,A,B,A,A,B,A,A,B,B,B,B,E,C2
150000000205.0,2015.0,Recife,PE,20.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,442.7,538.0,517.9,453.0,120,120,120,80,40,480.0,G,G,D,D,5.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,B,B,B,E,C1
150000000286.0,2015.0,Mossoró,RN,19.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,592.3,600.5,559.0,512.6,120,80,100,100,120,520.0,C,G,A,D,3.0,E,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,B,A,C,B,E,B1
150000000206.0,2015.0,Marília,SP,19.0,F,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,563.3,622.1,628.9,529.7,160,120,160,140,100,680.0,D,D,C,B,5.0,E,A,B,C,B,A,B,A,B,A,B,A,A,C,A,B,E,B,B,B,E,C1
150000000327.0,2015.0,Belo Horizonte,MG,22.0,F,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,458.9,562.6,597.1,504.2,120,160,160,160,160,760.0,C,E,D,D,4.0,F,A,C,D,B,A,B,A,B,A,B,B,A,C,A,A,C,B,B,B,E,B2
150000000005.0,2015.0,São Paulo,SP,18.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,482.0,614.6,590.5,711.7,120,120,120,120,100,580.0,B,B,C,B,6.0,G,A,C,E,A,A,B,A,B,A,B,A,A,D,B,B,C,B,C,B,E,C1
150000000287.0,2015.0,Brasília,DF,21.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,454.6,561.3,519.8,391.4,120,80,80,100,100,480.0,F,E,D,D,5.0,N,A,C,D,A,A,B,A,B,A,B,A,A,C,A,B,E,B,C,B,D,B1
150000000602.0,2015.0,João Pessoa,PB,29.0,F,1.0,10.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,535.3,667.3,579.2,564.6,160,140,160,160,120,740.0,E,E,F,B,3.0,C,A,B,C,A,A,B,A,A,A,B,A,A,C,B,A,D,A,B,B,E,C1
150000000253.0,2015.0,Belo Horizonte,MG,18.0,M,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,629.4,703.2,641.2,750.4,160,200,200,200,140,900.0,H,C,D,B,2.0,C,A,C,D,A,A,B,B,B,A,B,A,A,C,A,B,B,B,B,B,E,C1
150000000328.0,2015.0,Belo Horizonte,MG,17.0,F,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,660.5,739.7,641.2,713.8,140,160,160,140,0,600.0,G,F,E,D,3.0,L,B,C,C,B,A,B,B,B,A,B,A,B,C,B,B,D,B,B,B,D,B1
150000000051.0,2015.0,São Paulo,SP,45.0,M,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,568.6,629.6,591.5,447.1,140,120,120,120,60,560.0,C,C,B,B,4.0,C,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,B,B,B,E,C2
150000000659.0,2015.0,São José de Mipibu,RN,18.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,449.2,536.0,550.9,398.4,120,140,100,120,100,580.0,B,B,B,A,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,A,E,DE
150000000288.0,2015.0,Caxambu,MG,26.0,F,1.0,7.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,414.4,688.9,593.3,401.6,140,120,140,120,120,640.0,B,B,C,B,1.0,C,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,D,DE
150000000382.0,2015.0,Rio de Janeiro,RJ,34.0,F,1.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,367.5,474.2,398.5,465.9,120,80,80,100,80,460.0,B,D,B,B,5.0,B,A,B,B,A,B,B,A,A,A,A,A,A,B,B,A,C,B,B,B,E,C2
150000000383.0,2015.0,Angra dos Reis,RJ,21.0,M,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,618.9,644.4,644.6,438.9,160,160,160,140,160,780.0,E,C,C,B,3.0,B,A,B,C,A,B,B,A,B,A,B,A,A,B,B,A,D,B,B,B,E,C1
150000000052.0,2015.0,Ipatinga,MG,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,782.6,774.7,650.6,820.0,180,180,200,200,180,940.0,G,G,D,D,4.0,P,B,C,D,C,A,B,A,B,B,B,A,A,B,B,B,E,B,E,B,C,A
150000000053.0,2015.0,Jataí,GO,43.0,F,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,405.0,428.9,340.3,453.4,120,80,100,100,80,480.0,B,B,A,B,3.0,D,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,C,A,A,B,E,DE
150000000489.0,2015.0,Brasília,DF,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,508.0,553.4,573.8,517.3,120,100,100,100,60,480.0,E,D,B,B,5.0,F,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,B,B,B,E,C1
