NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,TP_SES_INCOME,TP_SES_POINTS
170003336360.0,2017.0,Teresina,PI,30.0,M,1.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,674.8,682.7,626.4,795.0,160.0,160.0,140.0,160.0,160.0,780.0,F,E,E,D,3.0,Q,D,D,C,B,A,B,B,B,A,B,A,A,B,A,B,C,B,D,B,A,A
170003336366.0,2017.0,Diadema,SP,19.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,402.9,447.6,537.3,425.5,160.0,120.0,120.0,140.0,100.0,640.0,E,D,C,B,3.0,B,A,C,D,B,A,B,A,B,A,B,A,B,D,B,A,D,B,C,B,E,B1
170003336367.0,2017.0,Montes Claros,MG,42.0,M,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456.9,473.4,508.1,430.8,0.0,0.0,0.0,0.0,0.0,0.0,E,B,B,B,5.0,A,A,B,C,A,A,B,A,A,A,B,A,A,A,A,A,B,A,B,B,E,C2
170003336369.0,2017.0,Macapá,AP,24.0,F,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,451.8,513.7,522.9,481.7,120.0,120.0,120.0,120.0,40.0,520.0,A,B,A,A,5.0,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B,E,DE
170001666816.0,2017.0,Rio Grande,RS,23.0,M,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,641.8,662.4,615.5,790.4,160.0,120.0,160.0,160.0,100.0,700.0,E,E,D,B,2.0,D,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,C,B,B,B,E,C2
170003334016.0,2017.0,Águas Belas,PE,15.0,M,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,527.4,545.7,561.5,500.6,140.0,160.0,120.0,160.0,120.0,700.0,B,D,A,A,3.0,D,A,B,C,A,A,B,C,B,A,B,A,A,B,A,A,B,A,B,B,E,C1
170003334018.0,2017.0,São Paulo,SP,28.0,F,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,631.1,609.7,596.1,535.5,160.0,120.0,140.0,140.0,160.0,720.0,F,D,C,B,2.0,J,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,C,B,B,B,D,B2
170001664208.0,2017.0,Catu,BA,30.0,F,1.0,11.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,521.7,590.8,561.9,622.8,140.0,120.0,140.0,160.0,120.0,680.0,B,B,C,B,4.0,B,A,B,D,A,A,B,B,B,A,B,A,A,B,B,A,D,A,A,A,E,DE
170001664207.0,2017.0,Jequié,BA,25.0,F,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,534.9,634.1,597.9,472.9,140.0,120.0,140.0,140.0,140.0,680.0,C,E,B,B,4.0,C,A,B,C,A,B,B,A,A,A,B,A,B,B,B,A,C,A,B,B,E,C1
170001664209.0,2017.0,Ponta Grossa,PR,25.0,M,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,536.1,604.8,605.9,672.2,140.0,80.0,100.0,100.0,60.0,480.0,E,F,B,B,4.0,E,A,B,C,B,B,B,A,B,A,B,A,A,B,B,B,C,B,B,B,E,B2
170001666817.0,2017.0,Salvador,BA,22.0,F,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,653.0,677.7,643.9,696.1,140.0,140.0,160.0,140.0,80.0,660.0,C,C,E,F,3.0,M,C,E,E,D,A,B,A,B,A,B,A,B,D,A,B,D,B,C,B,D,B1
170001663648.0,2017.0,Juatuba,MG,27.0,M,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,629.1,552.5,557.1,459.2,0.0,0.0,0.0,0.0,0.0,0.0,A,E,A,D,4.0,C,A,B,C,B,A,B,A,B,A,B,A,A,C,B,A,E,A,A,A,E,C1
170001663649.0,2017.0,Vitória,ES,24.0,M,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,486.0,636.9,554.0,422.4,120.0,120.0,120.0,100.0,80.0,540.0,E,E,C,B,5.0,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,B,C,B,B,B,E,C1
170003333546.0,2017.0,Acari,RN,20.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,562.1,543.4,530.4,539.7,160.0,180.0,160.0,180.0,160.0,840.0,C,E,A,B,3.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,E,DE
170001671264.0,2017.0,Balsas,MA,25.0,M,1.0,7.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,473.5,594.0,371.1,439.9,120.0,120.0,100.0,120.0,100.0,560.0,D,E,C,C,3.0,C,A,C,C,A,B,B,A,B,A,A,A,A,B,A,A,C,B,B,B,E,C1
170001663651.0,2017.0,São Paulo,SP,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,685.2,719.2,619.4,799.6,120.0,180.0,160.0,140.0,200.0,800.0,G,G,E,D,5.0,H,A,C,C,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,E,B1
170001671266.0,2017.0,Cosmópolis,SP,22.0,F,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,509.0,606.2,558.6,545.0,120.0,120.0,120.0,100.0,40.0,500.0,D,B,B,B,6.0,G,A,B,D,A,A,B,B,B,A,B,A,A,C,A,B,E,B,D,B,E,B2
170001663652.0,2017.0,Itacoatiara,AM,17.0,M,2.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,540.7,583.0,472.9,405.1,120.0,120.0,120.0,120.0,100.0,580.0,E,G,F,D,6.0,P,D,D,E,C,B,B,B,B,B,B,A,B,E,B,B,E,B,E,B,D,A
170003333548.0,2017.0,Campo Grande,MS,20.0,M,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,770.2,749.5,636.9,873.2,160.0,200.0,160.0,200.0,160.0,880.0,G,G,E,E,3.0,Q,D,E,C,D,A,C,C,B,A,B,B,A,D,B,B,E,B,E,B,A,A
170001663653.0,2017.0,São Luís,MA,23.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,430.6,630.0,549.5,493.9,140.0,180.0,160.0,180.0,120.0,780.0,B,B,C,D,4.0,C,A,C,D,A,B,B,A,A,A,A,A,A,B,B,A,E,A,B,B,E,C2
170001663654.0,2017.0,Manaus,AM,30.0,F,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,615.8,610.5,593.6,613.9,160.0,160.0,140.0,140.0,120.0,720.0,E,D,C,B,5.0,G,A,B,D,A,A,B,A,B,A,B,A,A,B,B,B,D,A,B,B,E,C1
170003333549.0,2017.0,Lauro de Freitas,BA,20.0,M,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,545.9,574.0,585.2,528.1,100.0,120.0,140.0,120.0,140.0,620.0,E,E,B,C,6.0,E,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B,E,C1
170003333550.0,2017.0,Belo Horizonte,MG,25.0,M,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,418.0,500.9,482.5,463.0,120.0,120.0,100.0,120.0,60.0,520.0,H,E,F,B,3.0,C,A,C,C,A,A,C,A,B,A,B,A,B,D,A,B,C,B,C,B,E,B2
170003333552.0,2017.0,Brasília,DF,23.0,F,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,462.6,534.8,561.8,415.5,140.0,160.0,160.0,160.0,120.0,740.0,B,B,C,B,2.0,D,A,B,D,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B,E,C2
170003333553.0,2017.0,Belo Horizonte,MG,37.0,F,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629.1,597.0,582.2,706.6,160.0,140.0,180.0,200.0,180.0,860.0,E,E,E,B,2.0,C,A,C,C,C,A,B,A,B,A,B,A,A,B,B,B,C,A,B,B,E,B2
170001663657.0,2017.0,Nova Prata,RS,21.0,F,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,569.0,613.3,595.3,608.5,140.0,120.0,120.0,160.0,60.0,600.0,C,B,B,B,2.0,C,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B,E,C2
170003333630.0,2017.0,Sant'Ana do Livramento,RS,21.0,F,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,504.8,411.4,458.7,439.2,140.0,120.0,100.0,120.0,40.0,520.0,B,D,B,B,3.0,C,A,B,C,A,A,B,A,B,A,B,A,A,C,A,A,C,A,A,B,E,C2
170003333631.0,2017.0,Salvador,BA,20.0,F,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,409.4,472.5,485.6,535.8,120.0,100.0,100.0,120.0,60.0,500.0,D,E,A,B,5.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
170001664212.0,2017.0,Rio de Janeiro,RJ,19.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,632.1,641.6,605.3,699.1,160.0,200.0,160.0,180.0,120.0,820.0,F,E,F,F,3.0,G,A,B,C,B,A,B,B,B,A,B,A,A,B,A,B,D,B,B,B,D,B2
170001665533.0,2017.0,Itabaiana,SE,18.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,635.5,600.8,571.1,594.4,160.0,200.0,160.0,160.0,140.0,820.0,C,C,B,B,3.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,B,E,DE
170001665535.0,2017.0,Cajazeiras,PB,17.0,F,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,603.3,570.4,549.9,414.5,160.0,120.0,140.0,160.0,120.0,700.0,B,E,A,B,3.0,B,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,C,A,B,B,E,C1
170001665536.0,2017.0,Ipaba,MG,21.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,508.9,436.7,490.2,407.6,100.0,120.0,100.0,120.0,120.0,560.0,B,B,A,A,4.0,B,A,B,D,B,A,B,A,A,A,A,A,A,B,B,A,B,A,B,B,E,C2
170001664213.0,2017.0,Curitiba,PR,23.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,603.7,594.1,571.5,578.2,160.0,160.0,140.0,160.0,120.0,740.0,E,E,B,B,4.0,E,A,B,D,B,B,B,B,B,A,B,A,A,B,B,A,D,B,B,B,E,B2
170001664215.0,2017.0,Mesquita,RJ,22.0,M,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,475.5,513.4,508.2,566.1,120.0,120.0,100.0,100.0,80.0,520.0,E,D,C,B,4.0,C,A,B,C,B,A,B,B,B,A,B,A,A,C,B,B,C,B,B,B,E,B2
170001664217.0,2017.0,Porto Seguro,BA,21.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,629.6,647.9,584.3,480.7,120.0,100.0,120.0,80.0,40.0,460.0,C,G,B,D,4.0,I,A,C,C,B,A,B,B,B,A,B,A,A,B,A,B,A,B,B,B,D,B1
170001664219.0,2017.0,Ascurra,SC,18.0,F,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,440.5,596.4,537.0,551.9,140.0,120.0,100.0,140.0,60.0,560.0,G,F,F,B,4.0,I,A,C,C,B,A,B,B,B,B,B,B,B,C,A,A,E,A,C,B,D,A
170001664221.0,2017.0,São José dos Campos,SP,18.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,661.3,680.2,587.3,716.1,160.0,140.0,140.0,160.0,120.0,720.0,E,E,C,D,3.0,C,A,B,C,B,A,B,B,B,A,B,A,A,B,B,B,D,A,B,B,E,B2
170001665537.0,2017.0,Alfenas,MG,19.0,F,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,502.3,565.2,533.1,469.3,120.0,120.0,140.0,120.0,120.0,620.0,B,B,B,B,3.0,D,A,B,C,B,A,B,A,B,A,B,A,A,B,B,B,D,A,B,B,E,C2
170001665541.0,2017.0,Montes Claros,MG,21.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,649.3,676.7,578.6,799.5,160.0,200.0,160.0,160.0,160.0,840.0,E,D,D,B,3.0,I,A,C,C,B,A,B,A,A,A,A,A,A,C,A,A,D,A,C,B,D,B2
170001665540.0,2017.0,São Carlos,SP,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,636.5,621.4,584.9,634.7,140.0,120.0,120.0,120.0,80.0,580.0,G,E,D,D,5.0,C,A,B,D,C,A,B,B,B,A,B,A,A,B,A,A,C,B,B,B,E,B1
170001664222.0,2017.0,Salvador,BA,31.0,F,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,396.4,401.6,350.7,494.2,60.0,80.0,40.0,60.0,40.0,280.0,G,G,F,F,3.0,Q,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C2
170001664223.0,2017.0,Valparaíso de Goiás,GO,20.0,F,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,522.2,549.2,530.7,484.6,120.0,120.0,80.0,120.0,100.0,540.0,B,C,B,B,8.0,C,A,B,C,A,A,B,B,A,A,A,A,A,B,B,B,C,A,A,A,E,DE
170001664227.0,2017.0,Paraíso do Tocantins,TO,21.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,493.0,591.5,541.5,564.9,120.0,120.0,100.0,120.0,80.0,540.0,C,E,C,C,3.0,C,A,B,C,B,C,B,B,B,A,B,A,A,C,A,A,D,B,A,B,E,B2
170001664228.0,2017.0,São Francisco,SE,21.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,420.7,560.0,515.3,410.4,0.0,0.0,0.0,0.0,0.0,0.0,B,B,A,A,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A,E,DE
170001665543.0,2017.0,São Paulo,SP,17.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,452.8,451.3,529.1,439.1,120.0,120.0,120.0,120.0,40.0,520.0,E,E,B,B,5.0,F,A,B,C,A,A,B,B,B,A,B,A,A,C,B,A,D,B,B,B,E,B2
170001664230.0,2017.0,São Paulo,SP,27.0,M,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,522.2,448.4,494.0,395.4,120.0,120.0,80.0,100.0,100.0,520.0,B,B,B,B,3.0,C,A,B,C,A,A,B,B,B,A,B,A,A,C,B,B,B,A,B,B,E,C2
170001664232.0,2017.0,Salvador,BA,27.0,M,1.0,8.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,480.2,429.1,488.9,614.9,100.0,120.0,80.0,80.0,40.0,420.0,D,F,B,B,2.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,C2
170001664233.0,2017.0,Passo Fundo,RS,20.0,F,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,523.8,559.3,586.1,548.1,140.0,120.0,120.0,120.0,120.0,620.0,B,E,C,B,3.0,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,E,DE
170001664235.0,2017.0,Luís Eduardo Magalhães,BA,24.0,F,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,393.5,417.1,423.4,403.9,120.0,40.0,40.0,80.0,20.0,300.0,B,B,F,B,2.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
170001663736.0,2017.0,Amélia Rodrigues,BA,21.0,F,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,443.8,449.1,466.7,515.7,120.0,120.0,120.0,120.0,140.0,620.0,B,E,A,B,3.0,B,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
170001663737.0,2017.0,Juazeiro do Norte,CE,17.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,453.8,507.0,498.6,684.3,160.0,160.0,120.0,140.0,140.0,720.0,C,F,A,D,3.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,C2
170001663738.0,2017.0,Rio de Janeiro,RJ,24.0,F,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,495.9,508.4,491.9,544.0,100.0,80.0,60.0,80.0,20.0,340.0,E,E,C,C,6.0,D,A,B,C,A,A,B,B,B,A,A,A,A,C,A,B,E,B,B,B,E,C1
170001663742.0,2017.0,Lagoa Nova,RN,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,423.3,459.1,468.4,448.4,120.0,40.0,40.0,120.0,60.0,380.0,B,D,C,B,5.0,A,A,B,C,A,B,B,A,A,A,A,A,A,C,B,A,B,A,A,A,E,DE
170001663744.0,2017.0,Olinda,PE,19.0,M,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,644.1,606.3,599.8,744.8,120.0,120.0,120.0,120.0,140.0,620.0,B,D,B,B,4.0,E,A,B,C,A,A,C,B,B,B,C,A,A,C,B,B,D,B,B,B,E,B2
170001663746.0,2017.0,Andrelândia,MG,19.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,586.5,613.1,552.1,510.8,120.0,120.0,120.0,120.0,120.0,600.0,E,E,B,B,4.0,C,A,C,D,C,B,B,B,B,A,A,A,A,C,A,A,D,A,B,B,E,B2
170001663747.0,2017.0,Santa Bárbara d'Oeste,SP,18.0,F,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,496.0,484.3,515.7,531.8,120.0,120.0,120.0,80.0,80.0,520.0,D,D,D,C,4.0,D,A,B,B,B,A,B,A,B,A,B,A,B,B,B,A,D,A,B,B,E,C1
170003333554.0,2017.0,Rio Branco,AC,23.0,F,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,592.8,590.6,565.6,530.4,120.0,140.0,120.0,100.0,80.0,560.0,B,D,A,A,3.0,D,A,B,C,B,A,B,A,A,A,B,A,B,C,B,B,B,B,B,B,E,C1
170003333556.0,2017.0,São Paulo,SP,33.0,F,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,423.8,542.9,491.2,546.5,120.0,120.0,120.0,120.0,80.0,560.0,B,B,A,A,3.0,C,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,B,A,B,B,E,C2
170003333558.0,2017.0,Recife,PE,20.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,740.3,700.9,706.6,869.4,180.0,180.0,180.0,200.0,160.0,900.0,E,F,D,F,4.0,M,D,E,E,D,A,B,B,B,A,B,A,B,E,A,B,E,B,C,B,D,A
170003333557.0,2017.0,Lapão,BA,17.0,M,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,591.1,689.6,604.8,704.9,160.0,180.0,140.0,180.0,140.0,800.0,C,F,B,D,6.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A,E,C1
170003333559.0,2017.0,Salvador,BA,19.0,F,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,690.5,669.1,589.4,684.3,180.0,200.0,180.0,180.0,200.0,940.0,G,G,F,F,2.0,I,A,C,C,A,A,B,A,A,A,B,A,A,C,A,A,B,B,C,B,D,B2
170003333560.0,2017.0,Francisco Beltrão,PR,21.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,640.2,708.5,577.0,801.2,160.0,160.0,180.0,180.0,120.0,800.0,E,B,E,B,4.0,I,A,B,D,B,A,B,B,B,B,A,A,A,C,A,A,C,A,B,B,D,B2
170001664015.0,2017.0,Pouso Alegre,MG,20.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,449.0,501.7,551.5,554.4,140.0,160.0,120.0,120.0,120.0,660.0,B,G,A,E,3.0,D,A,C,C,B,A,B,A,B,A,A,A,B,B,B,A,D,A,B,B,E,B2
170001664445.0,2017.0,Teófilo Otoni,MG,18.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,567.4,581.0,587.9,637.0,140.0,120.0,140.0,140.0,120.0,660.0,B,F,D,F,4.0,E,A,C,D,B,A,B,B,A,A,A,A,A,B,B,A,D,B,B,B,E,B2
170001664447.0,2017.0,São Paulo,SP,24.0,M,1.0,7.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,544.6,659.5,633.1,571.2,120.0,160.0,120.0,120.0,60.0,580.0,C,E,D,B,5.0,G,A,B,C,B,A,B,B,B,A,B,A,A,B,B,B,E,B,B,B,E,B2
170001664448.0,2017.0,Osasco,SP,22.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,378.9,450.7,455.9,397.6,120.0,80.0,60.0,100.0,40.0,400.0,B,B,B,B,6.0,C,B,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,A,E,DE
170003335312.0,2017.0,São Paulo,SP,18.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,485.1,603.0,533.3,506.8,120.0,120.0,100.0,120.0,100.0,560.0,E,E,B,D,4.0,G,A,C,D,B,B,B,A,B,B,B,A,A,C,B,B,D,A,B,B,E,B2
170003335313.0,2017.0,Aracaju,SE,18.0,M,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,707.4,669.6,606.6,858.6,180.0,200.0,180.0,200.0,160.0,920.0,G,G,E,D,4.0,L,B,C,D,B,A,B,B,B,A,A,A,B,C,B,B,D,A,C,B,D,B1
170003335314.0,2017.0,Timóteo,MG,21.0,M,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,639.8,646.9,636.1,768.1,160.0,160.0,180.0,160.0,180.0,840.0,F,E,E,D,4.0,H,B,E,D,B,A,C,A,B,A,B,A,B,D,B,A,E,A,D,B,D,A
170003336373.0,2017.0,Chapecó,SC,20.0,M,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,501.9,583.5,533.4,544.1,120.0,120.0,120.0,120.0,120.0,600.0,B,E,F,B,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,C,B,A,D,A,A,A,E,DE
170003336374.0,2017.0,Conselheiro Lafaiete,MG,23.0,M,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,609.3,656.4,570.3,700.2,120.0,120.0,120.0,120.0,120.0,600.0,B,E,A,A,4.0,G,A,B,D,C,A,B,B,B,A,B,A,A,A,A,A,E,B,B,B,E,B2
