NU_INSCRICAO,NU_ANO,NO_MUNICIPIO_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ESTADO_CIVIL,TP_COR_RACA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,TP_SES_INCOME,TP_SES_POINTS
180007766861.0,2018.0,João Alfredo,PE,17.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,532.2,603.1,515.6,480.4,140.0,120.0,160.0,200.0,140.0,760.0,B,E,C,A,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,E,C2
180008895633.0,2018.0,Bauru,SP,21.0,M,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,484.6,636.0,565.5,603.9,160.0,120.0,140.0,160.0,100.0,680.0,G,D,D,F,5.0,G,A,D,D,C,A,B,B,B,A,A,A,B,A,A,A,E,B,B,B,E,B1
180008196155.0,2018.0,Pontal,SP,16.0,F,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,637.2,674.2,645.7,738.9,160.0,160.0,120.0,140.0,120.0,700.0,H,F,F,B,3.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,A,E,C1
180008787993.0,2018.0,Areia Branca,SE,20.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,568.0,654.0,570.0,677.5,160.0,160.0,140.0,160.0,100.0,720.0,B,D,B,B,3.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
180008309629.0,2018.0,Brasília,DF,21.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,481.7,574.4,569.0,441.6,120.0,40.0,40.0,100.0,20.0,320.0,B,E,A,D,3.0,C,A,C,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,B,B,E,B2
180007766862.0,2018.0,Parnamirim,RN,30.0,F,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506.2,590.8,532.8,392.4,120.0,120.0,120.0,100.0,60.0,520.0,E,F,B,D,2.0,B,A,B,B,A,A,B,A,A,A,A,A,B,A,A,A,B,A,B,B,E,C1
180008895634.0,2018.0,Horizonte,CE,46.0,M,1.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,570.8,611.3,557.1,537.0,100.0,40.0,20.0,80.0,40.0,280.0,B,B,C,C,4.0,E,A,C,D,A,A,B,A,B,A,A,A,A,C,B,A,D,A,A,B,E,C2
180008202050.0,2018.0,Fortaleza,CE,23.0,M,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,573.1,692.6,611.1,750.2,160.0,160.0,160.0,160.0,140.0,780.0,E,E,B,B,4.0,E,A,B,C,A,A,B,B,B,B,B,A,A,B,A,A,E,A,B,B,E,B2
180007286711.0,2018.0,Camboriú,SC,27.0,F,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,459.2,632.0,613.7,480.2,120.0,120.0,140.0,120.0,80.0,580.0,B,D,B,C,5.0,F,A,B,C,B,B,B,A,B,B,B,A,A,B,A,A,D,A,A,B,E,C1
180008787994.0,2018.0,Uruguaiana,RS,25.0,F,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,488.4,596.4,438.5,486.2,120.0,120.0,120.0,100.0,80.0,540.0,E,E,C,B,2.0,B,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,B,B,B,E,C1
180008309630.0,2018.0,Pimenta Bueno,RO,17.0,F,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,530.7,589.8,582.0,624.9,160.0,200.0,160.0,120.0,140.0,780.0,E,E,B,B,2.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,E,C2
180008257075.0,2018.0,São Luís,MA,22.0,F,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,522.3,660.9,639.9,596.7,140.0,120.0,140.0,180.0,140.0,720.0,E,F,B,D,4.0,E,A,D,D,A,A,B,A,A,A,B,A,A,B,A,A,D,B,B,B,E,B2
180008202051.0,2018.0,Vereda,BA,20.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,417.9,501.4,451.4,433.4,120.0,40.0,40.0,160.0,40.0,400.0,B,E,A,A,4.0,C,A,C,C,B,B,B,A,B,A,A,A,A,B,A,A,C,A,B,B,E,B2
180008411109.0,2018.0,Brasília,DF,32.0,F,1.0,12.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,567.9,617.7,596.5,570.1,160.0,40.0,40.0,120.0,40.0,400.0,D,D,B,B,3.0,B,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B,A,A,B,E,C2
180007286712.0,2018.0,São Paulo,SP,39.0,F,1.0,12.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,423.4,436.4,409.7,525.9,160.0,160.0,140.0,160.0,160.0,780.0,C,B,D,F,5.0,J,A,B,D,A,A,B,B,B,A,B,A,B,C,B,B,D,B,C,B,D,C1
180008787995.0,2018.0,Brasília,DF,25.0,F,1.0,8.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,594.7,635.9,568.3,600.9,140.0,100.0,100.0,120.0,0.0,460.0,H,H,F,B,3.0,C,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,A,E,DE
180008309631.0,2018.0,Petrolina,PE,29.0,M,1.0,10.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,406.3,447.0,481.6,478.6,120.0,40.0,40.0,100.0,40.0,340.0,B,E,B,D,4.0,C,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B,E,C2
180008411480.0,2018.0,Belém,PA,23.0,F,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,389.4,448.5,437.9,479.0,140.0,40.0,40.0,140.0,40.0,400.0,A,A,A,A,2.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,E,DE
180007766864.0,2018.0,Tapurah,MT,20.0,F,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,452.4,472.1,493.7,485.9,140.0,40.0,40.0,120.0,40.0,380.0,E,C,D,B,1.0,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,D,C2
180008895636.0,2018.0,Piraquara,PR,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,568.0,619.2,641.1,542.9,140.0,160.0,160.0,160.0,160.0,780.0,H,E,C,B,1.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B,D,C2
180008257076.0,2018.0,Campo Grande,MS,18.0,F,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,440.3,540.5,456.5,503.5,140.0,140.0,120.0,180.0,160.0,740.0,E,E,B,B,6.0,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,B,B,B,B,E,C1
180008202052.0,2018.0,Itapira,SP,18.0,F,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,399.5,590.4,357.7,493.9,100.0,120.0,100.0,100.0,100.0,520.0,D,B,C,B,4.0,A,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,C,A,A,B,E,C2
180008411110.0,2018.0,Almirante Tamandaré,PR,23.0,F,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,495.1,619.8,590.6,466.9,120.0,40.0,40.0,120.0,20.0,340.0,D,B,C,B,3.0,E,A,B,C,B,B,B,A,B,A,B,A,A,B,A,A,C,B,B,B,E,C1
180008196158.0,2018.0,Salvador,BA,28.0,M,1.0,9.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,588.7,678.1,636.1,670.2,160.0,40.0,40.0,160.0,40.0,440.0,C,E,B,B,4.0,I,A,B,C,B,C,B,A,B,A,B,A,A,B,B,A,E,A,B,A,D,C1
180008787996.0,2018.0,Porto Velho,RO,23.0,M,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,550.7,672.4,633.0,526.1,120.0,120.0,100.0,120.0,140.0,600.0,E,E,D,D,5.0,D,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,B,B,B,E,C1
180008309632.0,2018.0,São Desidério,BA,20.0,F,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,402.9,478.1,461.6,384.9,120.0,40.0,40.0,120.0,0.0,320.0,B,D,A,A,6.0,B,A,B,E,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,E,DE
180008411481.0,2018.0,Cumbe,SE,23.0,M,1.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,599.9,672.4,550.4,408.9,160.0,180.0,160.0,180.0,160.0,840.0,B,B,A,A,4.0,B,A,B,C,A,A,B,A,B,A,B,A,A,B,B,A,D,A,B,B,E,C2
180007766865.0,2018.0,Carapicuíba,SP,32.0,F,1.0,12.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,435.7,626.1,477.5,529.2,120.0,140.0,120.0,120.0,100.0,600.0,C,C,B,B,2.0,D,A,B,B,A,A,B,A,B,A,B,A,A,B,B,A,B,B,B,B,E,C2
180008895637.0,2018.0,Coronel Fabriciano,MG,18.0,F,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,436.0,474.7,564.6,454.9,100.0,120.0,100.0,120.0,60.0,500.0,B,E,C,D,3.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B,E,C2
180008787997.0,2018.0,São Luís,MA,17.0,M,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,492.2,659.1,587.2,590.5,160.0,200.0,180.0,200.0,180.0,920.0,H,E,F,B,2.0,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,A,E,DE
180007766866.0,2018.0,Boa Vista,RR,18.0,F,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,553.0,633.7,603.8,505.2,140.0,120.0,120.0,140.0,80.0,600.0,E,H,B,B,3.0,B,A,B,C,A,B,B,B,B,B,B,A,A,B,A,A,D,A,A,A,E,C1
180007286715.0,2018.0,Cuiabá,MT,20.0,F,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,532.8,622.5,547.5,556.8,160.0,120.0,140.0,160.0,160.0,740.0,H,E,F,C,5.0,D,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B,E,C1
180008196160.0,2018.0,Natal,RN,22.0,F,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,522.4,640.4,535.5,612.5,120.0,120.0,120.0,120.0,100.0,580.0,B,E,B,B,2.0,C,A,C,E,B,C,B,A,A,A,B,A,A,B,B,A,C,A,A,A,E,C1
180008787998.0,2018.0,Ipaba,MG,21.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,436.7,567.0,439.7,521.0,100.0,120.0,100.0,120.0,80.0,520.0,D,D,A,B,4.0,D,A,B,D,A,A,B,B,A,A,B,A,A,B,A,A,D,A,B,B,E,C2
180008411483.0,2018.0,Trairi,CE,22.0,F,1.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,513.8,531.3,551.1,528.4,120.0,80.0,60.0,120.0,20.0,400.0,B,B,A,A,4.0,B,A,B,C,A,C,B,B,B,A,A,A,A,B,A,A,C,A,A,B,E,C2
180008202055.0,2018.0,Itajaí,SC,23.0,F,1.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,561.7,550.2,529.8,498.9,120.0,120.0,120.0,120.0,40.0,520.0,B,B,B,B,1.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,E,DE
180008411113.0,2018.0,Fortaleza,CE,18.0,M,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,593.9,670.4,573.6,735.9,160.0,200.0,200.0,160.0,200.0,920.0,H,D,D,B,4.0,D,A,B,C,B,A,B,B,B,A,B,A,A,D,A,A,D,B,D,B,E,B2
180007286716.0,2018.0,Ji-Paraná,RO,19.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,638.4,638.7,595.5,758.4,160.0,160.0,160.0,200.0,120.0,800.0,H,D,F,B,4.0,H,A,B,B,A,C,B,B,B,A,A,A,A,B,A,A,B,B,B,B,D,C1
180008196161.0,2018.0,Campo Grande,MS,17.0,M,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,504.0,613.9,535.2,694.2,140.0,40.0,40.0,120.0,40.0,380.0,E,F,D,B,5.0,G,A,C,D,B,B,B,A,B,B,B,A,A,B,A,A,D,A,B,B,E,B1
180008787999.0,2018.0,Maracanaú,CE,18.0,M,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,501.3,503.9,514.3,541.7,120.0,200.0,120.0,160.0,120.0,720.0,E,B,B,C,3.0,E,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,B,B,E,C1
180008411484.0,2018.0,Viamão,RS,35.0,F,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,483.1,646.2,518.1,497.0,120.0,40.0,40.0,100.0,0.0,300.0,C,E,C,B,3.0,E,A,B,C,B,A,B,A,B,A,B,A,A,B,A,B,C,B,B,B,E,C1
180007766868.0,2018.0,Salvador,BA,32.0,F,1.0,12.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,559.3,647.9,601.8,576.7,120.0,120.0,120.0,120.0,80.0,560.0,E,E,F,B,3.0,C,A,B,D,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B,E,C1
180008895640.0,2018.0,Jataí,GO,15.0,M,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,544.0,668.7,621.7,684.4,140.0,120.0,120.0,100.0,20.0,500.0,B,C,B,B,4.0,E,A,B,C,A,B,B,B,B,B,B,A,A,B,A,A,E,A,A,B,E,C2
180008257080.0,2018.0,Salvador,BA,21.0,M,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,489.7,565.6,604.9,667.3,160.0,120.0,140.0,160.0,100.0,680.0,E,E,C,B,4.0,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B,E,C2
180008202056.0,2018.0,Belém,PA,26.0,M,1.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,443.4,549.7,488.0,564.4,140.0,120.0,120.0,120.0,100.0,600.0,F,H,D,F,4.0,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,B,D,A,B,B,E,B2
180008411114.0,2018.0,Coelho Neto,MA,18.0,M,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,568.3,612.8,586.6,585.1,160.0,200.0,180.0,200.0,160.0,900.0,H,C,B,A,3.0,C,A,B,C,A,B,B,A,A,A,A,A,A,B,B,A,D,A,B,B,E,C2
180007286717.0,2018.0,Maringá,PR,18.0,M,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,542.4,625.0,658.4,725.0,180.0,200.0,180.0,200.0,160.0,920.0,E,E,C,C,5.0,I,A,D,E,B,A,B,B,B,A,B,A,B,E,B,A,E,B,D,B,D,A
180008196162.0,2018.0,Salvador,BA,21.0,F,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,465.1,643.7,642.7,639.3,140.0,140.0,140.0,160.0,60.0,640.0,C,E,F,B,2.0,B,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,C,A,A,A,E,C2
180008411485.0,2018.0,Santo André,SP,17.0,M,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,617.0,626.6,535.3,566.3,100.0,120.0,100.0,120.0,80.0,520.0,H,F,F,C,4.0,H,A,B,C,A,A,C,C,C,A,B,A,B,C,A,B,E,B,C,B,D,B1
